text,label,prediction
"em nghĩ thầy nên cho nhiều bài kiểm tra hơn , có thể sau hoặc giữa mỗi chương , như vậy giám sát được rõ tình hình học tập của sinh viên .",0,curriculum
"giảng bài kỹ , có cho sinh viên làm thuyết trình để tự nghiên cứu bài trước khi đến lớp .",0,lecturer
truyền đạt kiến thức hiệu quả .,0,lecturer
"thi cuối kỳ đến và chúng em chưa học được hết môn mạng , không có buổi ôn tập , không có đề cương .",1,curriculum
"đề nghị cải thiện chất lượng phòng thí nghiệm , vì phòng thí nghiệm không có đầy đủ trang thiết bị cho việc thực hành , ví dụ như doubledot rất nhiều máy không có chuột , nhiều máy hỏng không bật được .",2,facility
"giáo viên dạy tâm huyết , có các hoạt động bổ ích liên quan tới môn học .",0,lecturer
đề kiểm tra quá dễ .,1,curriculum
cả cuộc sống sau này lẫn trong môn học .,3,curriculum
"buổi học đầu tiên là 2 tuần sau thi giữa học kỳ , chỉ yêu cầu làm bài tập mà không cần làm đồ án môn học .",1,curriculum
cô rất đúng giờ và rất nhiệt tình trong chỉ dẫn học sinh khi có thắc mắc .,0,lecturer
"không nên "" mồi "" sinh viên làm bài tập bằng điểm .",1,curriculum
"rất tận tâm , nhiệt tình .",0,lecturer
"hơn nữa , giảng viên ghi chép trên bảng với cỡ chữ rất nhỏ , rất khó để thấy và ghi chép bài .",0,lecturer
cô cho em 10 điểm thực hành colonlove .,0,curriculum
và nên nghiêm khắc hơn một tí colonsmilesmile .,0,lecturer
"cô cho tài liệu học tập là một trang web , lên đó tự học và làm đồ án .",0,curriculum
không hướng dẫn cụ thể bài tập và cách giải .,0,lecturer
máy chiếu rõ hơn .,2,facility
nội dung môn học khá nhiều .,1,curriculum
"giảm thời lượng lý thuyết , tăng thời lượng thực hành .",1,curriculum
"cô wzjwz50 dạy rất nhiệt tình , cảm ơn cô .",0,lecturer
cô quá đẹp colonlove .,0,lecturer
"không nên nói doubledot "" slide này không phải của tui , nên tui cũng không biết nó nói cái gì "" gây khó chịu cho sinh viên khi học .",0,lecturer
"thầy rất nhiệt tình , dạy rất hay , rất quan tâm học sinh .",0,lecturer
không chủ động giải đáp các bài tập đã giao cho sinh viên .,0,lecturer
thầy rất tận tình !,0,lecturer
thầy nên tạo điều kiện cho sinh viên lên bảng làm bài tập để biết phần nào còn yếu .,0,lecturer
"phòng học nên được trang bị lại doubledot hệ thống máy chiếu , đèn , quạt .",2,facility
giờ học khá nhàm chán .,0,curriculum
"giảng viên tận tâm , nhiệt tình , vui vẻ , hòa đồng , luôn giải đáp mọi thắc mắc của sinh viên .",0,lecturer
"thời gian tập luyện quá ít , kỹ thuật khá khó với những bạn lần đậu tiếp cận .",1,curriculum
chỉ có cơ sở vật chất trường còn hạn chế .,2,facility
"đã vậy còn không tôn trọng sinh viên bằng việc cắt ngang buổi seminar của sinh viên với lý do "" em nói nhiều quá , thôi lướt qua phần này đi "" .",0,lecturer
thầy cũng rất nhiệt tình và vui vẻ với sinh viên .,0,lecturer
cung cấp ít từ mới .,0,curriculum
thầy ra đề khó quá .,0,curriculum
cần nhiều bài tập và lời giải chi tiết .,1,curriculum
"rất hài lòng , rất nhiệt tình , chu đáo , trao đổi bài với sinh viên tận tâm .",0,lecturer
học được nhiều kỹ năng .,0,curriculum
"học thầy từ đầu học kỳ một đến tận hết học kỳ , quả là không sai .",0,curriculum
"thầy nhiệt tình , học 2 tiết cho làm bài tập 1 tiết phần vừa học .",0,curriculum
nên bổ xung nhiều bài tập hơn .,1,curriculum
"đề nghị giáo viên dạy đúng giáo trình môn học do nhà trường đưa ra , phần thi giữa kỳ thầy không dạy heapsort nhưng thi lại ra câu này 4 điểm .",0,curriculum
nên cài các phiên bản visual studio mới hơn .,2,facility
demo tốt .,1,lecturer
ít liên kết với bài tập .,1,curriculum
không được thực hành nhiều .,1,curriculum
"môn học có chương trình , chủ đề để sinh viên dễ nắm bắt và liên tưởng học tập .",1,curriculum
"thầy nhiệt tình , thân thiện , truyền đạt kiến thức tốt , tận tình với học sinh .",0,lecturer
em hoàn toàn không hài lòng về cách giảng dạy của thầy cả .,0,lecturer
làm việc nhóm .,1,curriculum
nên đưa ra một số bài tập và giải mẫu .,0,lecturer
"lên lớp đầy đủ , giảng dạy dễ hiểu .",0,lecturer
cám ơn thầy fraction cô rất nhiều .,0,lecturer
cách dạy của thầy nâng cao được khả năng nghe tiếng anh .,0,curriculum
ngoại trừ khi thi thì có một số phần không được nói nhưng sao thi lại ra câu đó .,1,curriculum
"đồ án cuối kỳ thì chấm chéo về "" source code "" giữa các nhóm trong khi tên môn học là "" quản lý dự án công nghệ thông tin "" .",1,curriculum
"giảng viên nhiệt tình , truyền đạt kiến thức dễ hiểu .",0,lecturer
"giảng viên nhiệt tình giúp đỡ sinh viên , dạy dễ hiểu .",0,lecturer
"thầy vui tính , giảng dễ hiểu .",0,lecturer
"đặc biệt khả năng truyền đạt của cô không tốt , tiếng anh nói không tốt , dễ gây buồn ngủ .",0,lecturer
"cô giảng dạy có tâm , nhiệt tình với sinh viên .",0,lecturer
cô dạy rất hay .,0,lecturer
phần thực hành cần có thời lượng cao hơn và nhiều nội dung bổ trợ lý thuyết hơn .,1,curriculum
mong nhà trường sẽ hướng đào tạo có thể giao tiếp nhiều hơn để thi ở bộ môn này .,1,curriculum
chương trình học thú vị .,0,curriculum
sử dụng hiệu quả ứng dụng công nghệ thông tin trong giảng dạy .,0,lecturer
nhà trường cần cải tiến thiết bị trong phòng học vì máy chiếu quá mờ .,2,facility
đáp áp cụ thể cho bài tập cũng không có .,1,curriculum
thầy wzjwz172 nhiệt tình quan tâm sinh viên sâu sắc .,0,lecturer
"giảng viên dạy khá hay , dễ hiểu .",0,lecturer
thầy truyền đạt quá hay .,0,lecturer
"vui tính , hòa đồng .",0,lecturer
truyền đạt quá không tốt !,0,lecturer
"vẫn chưa được áp dụng nhiều kiến thức bên ngoài cho lắm , đa phần sử dụng các kiến thức trong sách giáo khoa là chính nên đâm ra buổi học trở nên nhàm chán hơn .",1,curriculum
thầy giảng dạy nhiệt tình .,0,lecturer
giảng viên giảng hay .,0,lecturer
"thầy nghiêm túc , cách làm việc và yêu cầu đúng bản chất của môn học .",0,curriculum
cô dạy rất hay và rất tốt .,0,lecturer
"đã học trong môn lập trình trên windows mà không đi sâu vào môn đi sâu vào lập trình hệ thống nâng cao như cái tên của môn học "" lập trình hệ thống với java "" .",1,curriculum
thuyết trình thường xuyên .,1,curriculum
"thời gian hợp lý , thái độ thoải mái .",1,others
giảng viên nên cho bài tập ít lại vì số lượng bài quá nhiều sinh viên không làm hết được vì còn những môn học khác .,0,lecturer
hơi khó hiểu và không sâu .,0,curriculum
"em thích cách phát âm của cô , cô chia nhóm và sao khi làm bài tập , thuyết trình cô cho các nhóm nhận xét ưu nhược rất hay .",0,curriculum
cô còn cho một thời gian để gặp học sinh .,0,lecturer
dạy lý thuyết rất tốt .,0,lecturer
làm bài giảng sinh động .,0,curriculum
tận tâm và nhiệt tình .,0,lecturer
"thầy giảng dạy rất nhiệt tình , kiến thức sâu rộng .",0,lecturer
đã có làm đơn với phòng đào tạo .,3,curriculum
tiến trình dạy chậm !,0,lecturer
đảm bảo chất lượng tốt .,3,curriculum
có những chuyến tham quan bổ ích và thực tiễn .,0,curriculum
có kết hợp với bài tập ví dụ .,1,curriculum
trên lớp cho ít ví dụ mở rộng nên chưa hiểu sâu .,0,curriculum
"vui vẻ , hỏi thầy thầy rep lại rất nhanh .",0,lecturer
nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học .,1,curriculum
"slide bài giảng đầy đủ rõ ràng , giáo viên đúng giờ , giảng giải tận tình , luôn giúp đỡ sinh viên về vấn đề bài học .",0,curriculum
"giáo viên dạy nhiệt tình , dễ hiểu , vui tính .",0,lecturer
nên có hướng dẫn trước mỗi bài tập thực hành .,0,lecturer
"tới buổi gần cuối , các nhóm trình bày đồ án , thầy nhận xét đồ án mà không khác gì chửi thẳng vào mặt sinh viên .",0,lecturer
"tận tình chỉ cho từng sinh viên , luôn hổ trợ sinh viên trong việc thực hành .",0,lecturer
"nhiệt tình , có trách nhiệm .",0,lecturer
bài tập đầy đủ .,1,curriculum
giảng viên đáng giá đúng năng lực sinh viên .,0,lecturer
không điểm danh .,0,lecturer
"đề thi không phân bố điểm , nếu chạy được chương trình thì có điểm , không chạy được chương trình thì 0 điểm .",1,curriculum
bài giảng bằng tiếng anh giúp sinh viên tiếp cận ngoại ngữ tốt hơn .,1,curriculum
có cung cấp tài liệu cho sinh viên .,0,curriculum
"cô dạy lý thuyết sát , chặt chẽ chương trình học cũng như ôn tập .",0,curriculum
"giảng viên chưa quản được lớp và chấm điểm "" có vẻ "" theo cảm tính .",0,lecturer
"thầy thường xuyên bắt sinh viên làm seminar , trình bày những vấn đề tràn lan đại hải , trong khi kiến thức cần thiết thì thầy không dạy khi thi giữa kỳ sinh viên thậm chí còn không hiểu đề , đa phần làm bài không tốt , kiến thức chủ yếu từ giảng viên thực hành .",0,lecturer
giảng viên đến lớp rất đúng giờ ( sớm hơn cả giờ bắt đầu ) .,0,lecturer
"thầy dạy nhiệt tình , đầy đủ .",0,lecturer
"thầy rất thân thiện , cập nhật thông tin mới nhất cho sinh viên về công nghệ .",0,lecturer
"trong đó những nội dung thầy nói thì rất chung chung , đôi khi không thực tế .",0,lecturer
"chất lượng trang thiết bị hỗ trợ cho môn học chưa tốt , cần được thay thế đổi mới .",2,facility
"giáo viên nhiệt tình , kịp thời trả lời mail thắc mắc liên quan tới môn học của sinh viên .",0,lecturer
sự nhiệt tình của thầy .,0,lecturer
"dạy hấp dẫn , hay .",0,lecturer
"đồng thời , những bài tập , ví dụ thầy cho ra rất sát với bài học .",0,curriculum
thầy đi trễ dạy muộn giờ .,0,lecturer
"giảng viên nhiệt tình , năng động .",0,lecturer
giảng dạy nghiêm túc .,0,lecturer
cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông .,1,curriculum
đi muộn .,0,others
"giảng viên nhiệt tình , cho nhiều bài tập .",0,lecturer
cần up nhiều tài liệu hơn lên course .,0,facility
các bài thực hành có liên quan tới nghiệp vụ .,1,curriculum
thầy giảng hay dễ hiểu .,0,lecturer
cô vô cùng nhiệt tình và tận tâm .,0,lecturer
"thầy giảng lý thuyết khá chung chung , trừu tượng , khó áp dụng kiến thức .",0,lecturer
em không hiểu .,3,lecturer
giảng viên dạy còn tương đối nhanh và hơi khó hiểu .,0,lecturer
"giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung bài học .",0,lecturer
"giảng viên năng nổ , nhiệt tình , vui tính .",0,lecturer
cám ơn cô đã dạy lớp em .,3,lecturer
quan tâm và nhiệt tình .,0,lecturer
ngoài ra còn nhiều kiến thức ngoài .,1,curriculum
thầy dạy khá chi tiết .,0,lecturer
"đến gần cuối kỳ vẫn khá nhiều sinh viên không biết nên làm gì với đồ án , code kiểu gì mới đúng ý thầy .",0,curriculum
"ngoài kiến thức trong sách , thầy còn chia sẻ những kinh nghiệm cho sinh viên về công việc , về lĩnh vực học tập .",0,lecturer
"giảng viên dạy tận tâm , nhiệt tình .",0,lecturer
thầy nghỉ ' hơi ' nhiều .,0,lecturer
"slide thầy chuẩn bị thì không khác giáo viên khác là nhiêu , thầy sử dụng các ví dụ rất nhiều nhưng thật sự chưa lôi kéo được sinh viên về phía mình ( cho sinh viên hiểu được ) .",0,lecturer
